fecha,empresa,numero_comprobante,articulo,precio_original,precio_normalizado,moneda,origen_dato,metodo_estimacion,observaciones_origen
2022-06-15,HOLCIM,0280-00139101,CEMENTO CPC40 BOL 50 KG,738.10,14.7620,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2022-06-15,HOLCIM,0280-00139102,CEMENTO CPC40 BOL 50 KG,738.10,14.7620,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2022-06-15,HOLCIM,0280-00139103,CEMENTO CPC40 BOL 50 KG,738.10,14.7620,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2022-06-16,HOLCIM,0280-00139167,CEMENTO CPC40 BOL 50 KG,738.10,14.7620,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2022-06-16,HOLCIM,0280-00139168,CEMENTO CPC40 BOL 50 KG,738.10,14.7620,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2022-06-16,HOLCIM,0280-00139169,CEMENTO CPC40 BOL 50 KG,738.10,14.7620,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2022-06-16,HOLCIM,0280-00139170,CEMENTO CPC40 BOL 50 KG,738.10,14.7620,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2022-06-18,HOLCIM,0280-00139178,CEMENTO CPC40 BOL 50 KG,738.10,14.7620,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2022-06-18,HOLCIM,0280-00139179,CEMENTO CPC40 BOL 50 KG,738.10,14.7620,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2022-06-21,HOLCIM,0280-00139228,CEMENTO CPC40 BOL 50 KG,799.87,15.9973,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2022-06-21,HOLCIM,0280-00139229,CEMENTO CPC40 BOL 50 KG,799.87,15.9973,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
